2019-05-23 14:29:28.009037,23.600000381469727,57.5
2019-05-23 14:29:29.258919,23.600000381469727,57.5
2019-05-23 14:29:29.788519,23.700000762939453,57.599998474121094
2019-05-23 14:29:30.314888,23.600000381469727,57.5
2019-05-23 14:29:30.841065,23.600000381469727,57.599998474121094
2019-05-23 14:29:31.367446,23.600000381469727,57.5
2019-05-23 14:29:31.893600,23.600000381469727,57.5
2019-05-23 14:29:32.420227,23.600000381469727,56.3
2019-05-23 14:29:32.946371,23.600000381469727,55.2
2019-05-23 14:29:33.473076,23.600000381469727,56.5
2019-05-23 14:29:33.999277,23.600000381469727,57.5
